obs_id,target_name,project,ra,dec,freq_mhz,bandwidth_mhz,exptime_s,mjd_start,mjd_end,access_url,size_kb,cluster_name,cluster_ra,cluster_dec
2004-04-21_1347-P458.rpf,1555-140,P458,239.59125,-14.166389,1304.9,64.0,,53116.673657,53116.672326,http://atoa.atnf.csiro.au/RPFITS?fname=2004-04-21_1347-P458.rpf,9305,RXC J1558.3-1410,239.6,-14.17
2004-04-21_1347-P458.rpf,1555-140,P458,239.59125,-14.166389,1304.9,64.0,,53116.673657,53116.672326,http://atoa.atnf.csiro.au/RPFITS?fname=2004-04-21_1347-P458.rpf,9305,RXC J1558.3-1410,239.6,-14.17
2004-04-21_1347-P458.rpf,1555-140,P458,239.59125,-14.166389,1304.9,64.0,,53116.673657,53116.672326,http://atoa.atnf.csiro.au/RPFITS?fname=2004-04-21_1347-P458.rpf,9305,RXC J1558.3-1410,239.6,-14.17
2004-04-21_1347-P458.rpf,Off_R,P458,241.65398,-14.166389,1354.8,64.0,,53116.673657,53116.672326,http://atoa.atnf.csiro.au/RPFITS?fname=2004-04-21_1347-P458.rpf,9305,RXC J1558.3-1410,239.6,-14.17
2004-04-21_1347-P458.rpf,1555-140,P458,239.59125,-14.166389,1354.8,64.0,,53116.673657,53116.672326,http://atoa.atnf.csiro.au/RPFITS?fname=2004-04-21_1347-P458.rpf,9305,RXC J1558.3-1410,239.6,-14.17
2018-10-12_0349-P960_MB20_MoonTsys.rpf,Moon_R,P960,240.519573,-14.57692,1380.0,1024.0,,58403.15919,58403.162431,http://atoa.atnf.csiro.au/RPFITS?fname=2018-10-12_0349-P960_MB20_MoonTsys.rpf,8685,RXC J1558.3-1410,239.6,-14.17
2002-06-20_1000_p387HIPASSJ1601-1544.mbf,HIPASSJ1601-15,P387,240.413333,-15.738056,1380.8,8.0,,52445.417326,52445.425544,http://atoa.atnf.csiro.au/RPFITS?fname=2002-06-20_1000_p387HIPASSJ1601-1544.mbf,6892,RXC J1558.3-1410,239.6,-14.17
2018-10-12_0249-P960.rpf,Moon_R,P960,240.216818,-14.435978,3100.0,1024.0,,58403.118542,58403.119884,http://atoa.atnf.csiro.au/RPFITS?fname=2018-10-12_0249-P960.rpf,4065,RXC J1558.3-1410,239.6,-14.17
2018-10-12_0253-P960_10CM_MoonTsys.rpf,Moon_R,P960,240.237173,-14.445574,3100.0,1024.0,,58403.120903,58403.127338,http://atoa.atnf.csiro.au/RPFITS?fname=2018-10-12_0253-P960_10CM_MoonTsys.rpf,17370,RXC J1558.3-1410,239.6,-14.17
2003-04-23_1709_P387_HIPASSJ132855.6-3029.mbf,HIPASSJ132855.,P387,202.231667,-30.491944,1382.0,8.0,,52752.714664,52752.755752,http://atoa.atnf.csiro.au/RPFITS?fname=2003-04-23_1709_P387_HIPASSJ132855.6-3029.mbf,38710,A3558,201.99,-31.5
2002-08-30_0018_HIPASS1328-3029.mbf,HIPASS1328-30,P387,202.229167,-30.492222,1392.0,8.0,,52516.012812,52516.017558,http://atoa.atnf.csiro.au/RPFITS?fname=2002-08-30_0018_HIPASS1328-3029.mbf,2485,A3558,201.99,-31.5
2002-08-30_0028_HIPASS1328-3029.mbf,HIPASS1328-30,P387,202.229167,-30.492222,1392.0,8.0,,52516.019699,52516.031447,http://atoa.atnf.csiro.au/RPFITS?fname=2002-08-30_0028_HIPASS1328-3029.mbf,9730,A3558,201.99,-31.5
2002-08-30_0049_HIPASS1328-3029.mbf,HIPASS1328-30,P387,202.229167,-30.492222,1392.0,8.0,,52516.03463,52516.046377,http://atoa.atnf.csiro.au/RPFITS?fname=2002-08-30_0049_HIPASS1328-3029.mbf,9730,A3558,201.99,-31.5
2001-06-02_1337_p375_J1321_pt.mbf,J1321,P375,200.279167,-31.550833,1417.7,8.0,,52062.567558,52062.57919,http://atoa.atnf.csiro.au/RPFITS?fname=2001-06-02_1337_p375_J1321_pt.mbf,4900,A3558,201.99,-31.5
2001-06-02_1410_p375_J1321_dec5.mbf,p375_J1321_dec,P375,200.699,-33.0503,1417.7,8.0,,52062.590706,52062.592789,http://atoa.atnf.csiro.au/RPFITS?fname=2001-06-02_1410_p375_J1321_dec5.mbf,1120,A3558,201.99,-31.5
2001-06-02_1414_p375_J1321_dec6.mbf,p375_J1321_dec,P375,201.1136,-30.0479,1417.7,8.0,,52062.59331,52062.595336,http://atoa.atnf.csiro.au/RPFITS?fname=2001-06-02_1414_p375_J1321_dec6.mbf,1120,A3558,201.99,-31.5
2001-06-02_1417_p375_J1321_dec7.mbf,p375_J1321_dec,P375,201.5828,-33.0445,1417.7,8.0,,52062.595799,52062.597882,http://atoa.atnf.csiro.au/RPFITS?fname=2001-06-02_1417_p375_J1321_dec7.mbf,1150,A3558,201.99,-31.5
2001-06-02_1422_p375_J1321_ra1.mbf,p375_J1321_ra1,P375,202.0185,-30.4092,1417.7,8.0,,52062.598981,52062.601065,http://atoa.atnf.csiro.au/RPFITS?fname=2001-06-02_1422_p375_J1321_ra1.mbf,1120,A3558,201.99,-31.5
2001-06-02_1429_p375_J1321_ra3.mbf,p375_J1321_ra3,P375,202.032,-31.15,1417.7,8.0,,52062.603958,52062.606042,http://atoa.atnf.csiro.au/RPFITS?fname=2001-06-02_1429_p375_J1321_ra3.mbf,1120,A3558,201.99,-31.5
2001-06-02_1436_p375_J1321_ra5.mbf,p375_J1321_ra5,P375,202.046,-31.8907,1417.7,8.0,,52062.608935,52062.611019,http://atoa.atnf.csiro.au/RPFITS?fname=2001-06-02_1436_p375_J1321_ra5.mbf,1120,A3558,201.99,-31.5
2001-06-02_1443_p375_J1321_ra7.mbf,p375_J1321_ra7,P375,202.0604,-32.6315,1417.7,8.0,,52062.61397,52062.615995,http://atoa.atnf.csiro.au/RPFITS?fname=2001-06-02_1443_p375_J1321_ra7.mbf,1120,A3558,201.99,-31.5
2002-04-11_1820_BRT033_p370.mbf,J1247-77,P370,200.279167,-31.550833,1417.7,8.0,,52375.764028,52375.775833,http://atoa.atnf.csiro.au/RPFITS?fname=2002-04-11_1820_BRT033_p370.mbf,9730,A3558,201.99,-31.5
2002-04-12_1517_BRT033_p370.mbf,J1247-77,P370,200.279167,-31.550833,1417.7,8.0,,52376.637234,52376.638565,http://atoa.atnf.csiro.au/RPFITS?fname=2002-04-12_1517_BRT033_p370.mbf,1390,A3558,201.99,-31.5
2002-04-12_1636_BRT033_p370.mbf,J1247-77,P370,200.279167,-31.550833,1417.7,8.0,,52376.692326,52376.704537,http://atoa.atnf.csiro.au/RPFITS?fname=2002-04-12_1636_BRT033_p370.mbf,9730,A3558,201.99,-31.5
2002-04-12_1655_BRT033_p370.mbf,J1247-77,P370,200.279167,-31.550833,1417.7,8.0,,52376.705058,52376.717269,http://atoa.atnf.csiro.au/RPFITS?fname=2002-04-12_1655_BRT033_p370.mbf,9730,A3558,201.99,-31.5
1999-05-22_0727_P330_02a.mbf,P330_02a,P330,202.6054,-32.3739,1418.0,8.0,,51320.310532,51320.314005,http://atoa.atnf.csiro.au/RPFITS?fname=1999-05-22_0727_P330_02a.mbf,7025,A3558,201.99,-31.5
1999-05-22_0742_P330_04a.mbf,P330_04a,P330,203.4827,-32.3816,1418.0,8.0,,51320.321412,51320.324884,http://atoa.atnf.csiro.au/RPFITS?fname=1999-05-22_0742_P330_04a.mbf,7025,A3558,201.99,-31.5
1999-05-22_0838_P330_02b.mbf,P330_02b,P330,202.7151,-32.3751,1418.0,8.0,,51320.359838,51320.36331,http://atoa.atnf.csiro.au/RPFITS?fname=1999-05-22_0838_P330_02b.mbf,7025,A3558,201.99,-31.5
1999-05-22_0850_P330_04b.mbf,P330_04b,P330,203.5923,-32.3822,1418.0,8.0,,51320.368287,51320.371759,http://atoa.atnf.csiro.au/RPFITS?fname=1999-05-22_0850_P330_04b.mbf,7025,A3558,201.99,-31.5
1999-05-22_0945_P330_02c.mbf,P330_02c,P330,202.8247,-32.3763,1418.0,8.0,,51320.406424,51320.409954,http://atoa.atnf.csiro.au/RPFITS?fname=1999-05-22_0945_P330_02c.mbf,7140,A3558,201.99,-31.5
1999-05-22_0957_P330_04c.mbf,P330_04c,P330,203.702,-32.3827,1418.0,8.0,,51320.414757,51320.418287,http://atoa.atnf.csiro.au/RPFITS?fname=1999-05-22_0957_P330_04c.mbf,7140,A3558,201.99,-31.5
2001-06-02_1508_p375_J1341_dec1.mbf,p375_J1341_dec,P375,204.0764,-31.4076,1418.1,8.0,,52062.630984,52062.633067,http://atoa.atnf.csiro.au/RPFITS?fname=2001-06-02_1508_p375_J1341_dec1.mbf,1120,A3558,201.99,-31.5
2001-06-03_0726_p375_J1341_ra6.mbf,p375_J1341_ra6,P375,203.6566,-30.6249,1418.1,8.0,,52063.309861,52063.311944,http://atoa.atnf.csiro.au/RPFITS?fname=2001-06-03_0726_p375_J1341_ra6.mbf,1120,A3558,201.99,-31.5
2016-10-12_0512-P931_P931_ESO444-21.rpf,P931_ESO444-21_S,P931,200.8775,-30.114167,8400.0,1024.0,,57673.216921,57673.274051,http://atoa.atnf.csiro.au/RPFITS?fname=2016-10-12_0512-P931_P931_ESO444-21.rpf,173700,A3558,201.99,-31.5
2016-10-12_0512-P931_P931_ESO444-21.rpf,P931_ESO444-21_R,P931,200.8775,-30.1975,8400.0,1024.0,,57673.216921,57673.274051,http://atoa.atnf.csiro.au/RPFITS?fname=2016-10-12_0512-P931_P931_ESO444-21.rpf,173700,A3558,201.99,-31.5
2001-11-29_0703_p386HIPASSJ2256-63.mbf,HIPASSJ2256-63,P386,344.094167,-63.716956,1404.0,8.0,,52242.294005,52242.305694,http://atoa.atnf.csiro.au/RPFITS?fname=2001-11-29_0703_p386HIPASSJ2256-63.mbf,9327,A3921,342.49,-64.43
2001-11-29_0645_p386HIPASSJ2233-64.mbf,HIPASSJ2233-64,P386,338.460254,-64.686159,1404.6,8.0,,52242.281447,52242.293137,http://atoa.atnf.csiro.au/RPFITS?fname=2001-11-29_0645_p386HIPASSJ2233-64.mbf,9327,A3921,342.49,-64.43
1999-02-21_0002_mbs_002b.mbf,MBS_002B,P317,346.576,-63.7393,1418.0,8.0,,51230.001933,51230.012697,http://atoa.atnf.csiro.au/RPFITS?fname=1999-02-21_0002_mbs_002b.mbf,21515,A3921,342.49,-64.43
1999-02-21_0002_mbs_002b.mbf,MBS_002B,P317,346.576,-63.7393,1421.5,8.0,,51230.001933,51230.012697,http://atoa.atnf.csiro.au/RPFITS?fname=1999-02-21_0002_mbs_002b.mbf,21515,A3921,342.49,-64.43
2001-09-09_1724_p386HIPASSJ2258-65.mbf,HIPASSJ2258-65,P386,344.659408,-65.132951,1405.5,8.0,,52161.725718,52161.737407,http://atoa.atnf.csiro.au/RPFITS?fname=2001-09-09_1724_p386HIPASSJ2258-65.mbf,9327,A3921,342.49,-64.43
2001-11-29_0721_p386HIPASSJ2258-65.mbf,HIPASSJ2258-65,P386,344.659408,-65.132951,1405.5,8.0,,52242.30662,52242.316574,http://atoa.atnf.csiro.au/RPFITS?fname=2001-11-29_0721_p386HIPASSJ2258-65.mbf,7937,A3921,342.49,-64.43
1999-02-17_2256_2322-4622.mbf,2322-4622,P317,339.4,-64.0,1418.5,8.0,,51226.9561,51226.961308,http://atoa.atnf.csiro.au/RPFITS?fname=1999-02-17_2256_2322-4622.mbf,10475,A3921,342.49,-64.43
1999-11-04_0719_2322-4622.mbf,2322-4622,P312,339.4,-64.0,1418.5,8.0,,51486.305324,51486.310417,http://atoa.atnf.csiro.au/RPFITS?fname=1999-11-04_0719_2322-4622.mbf,10245,A3921,342.49,-64.43
2000-10-20_0839_tucana_b7.mbf,tucana_b7,P347,342.439026,-63.970001,1418.9,8.0,,51837.360671,51837.362928,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-20_0839_tucana_b7.mbf,4610,A3921,342.49,-64.43
2000-10-10_1537_tucana_b7.mbf,tucana_b7,P347,342.439026,-63.970001,1419.0,8.0,,51827.650891,51827.653148,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-10_1537_tucana_b7.mbf,4610,A3921,342.49,-64.43
2000-10-21_0800_tucana_c1.mbf,tucana_c1,P347,342.574524,-65.519997,1418.9,8.0,,51838.333588,51838.335903,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-21_0800_tucana_c1.mbf,4725,A3921,342.49,-64.43
2000-10-10_1545_tucana_c1.mbf,tucana_c1,P347,342.574524,-65.519997,1419.0,8.0,,51827.656736,51827.659051,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-10_1545_tucana_c1.mbf,4725,A3921,342.49,-64.43
2000-10-21_0807_tucana_c3.mbf,tucana_c3,P347,342.528748,-65.019997,1418.9,8.0,,51838.33897,51838.341227,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-21_0807_tucana_c3.mbf,4610,A3921,342.49,-64.43
2000-10-10_1553_tucana_c3.mbf,tucana_c3,P347,342.528748,-65.019997,1419.0,8.0,,51827.662118,51827.664375,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-10_1553_tucana_c3.mbf,4610,A3921,342.49,-64.43
2000-10-21_0815_tucana_c5.mbf,tucana_c5,P347,342.484833,-64.519997,1418.9,8.0,,51838.344294,51838.346551,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-21_0815_tucana_c5.mbf,4610,A3921,342.49,-64.43
2000-10-10_1600_tucana_c5.mbf,tucana_c5,P347,342.484833,-64.519997,1419.0,8.0,,51827.667384,51827.669699,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-10_1600_tucana_c5.mbf,4725,A3921,342.49,-64.43
2000-10-21_0823_tucana_c7.mbf,tucana_c7,P347,342.442688,-64.019997,1418.9,8.0,,51838.34956,51838.351875,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-21_0823_tucana_c7.mbf,4725,A3921,342.49,-64.43
2000-10-10_1608_tucana_c7.mbf,tucana_c7,P347,342.442688,-64.019997,1419.0,8.0,,51827.672766,51827.675023,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-10_1608_tucana_c7.mbf,4610,A3921,342.49,-64.43
2000-10-22_0711_tucana_d1.mbf,tucana_d1,P347,342.578796,-65.57,1418.9,8.0,,51839.300023,51839.30228,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-22_0711_tucana_d1.mbf,4610,A3921,342.49,-64.43
2000-10-10_1617_tucana_d1.mbf,tucana_d1,P347,342.578796,-65.57,1419.0,8.0,,51827.678727,51827.680984,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-10_1617_tucana_d1.mbf,4610,A3921,342.49,-64.43
2000-10-22_0719_tucana_d3.mbf,tucana_d3,P347,342.532837,-65.07,1418.9,8.0,,51839.305289,51839.307604,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-22_0719_tucana_d3.mbf,4725,A3921,342.49,-64.43
2000-10-10_1624_tucana_d3.mbf,tucana_d3,P347,342.532837,-65.07,1419.0,8.0,,51827.684051,51827.686308,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-10_1624_tucana_d3.mbf,4610,A3921,342.49,-64.43
2000-10-22_0727_tucana_d5.mbf,tucana_d5,P347,342.488739,-64.57,1418.9,8.0,,51839.310613,51839.312928,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-22_0727_tucana_d5.mbf,4725,A3921,342.49,-64.43
2000-10-10_1632_tucana_d5.mbf,tucana_d5,P347,342.488739,-64.57,1419.0,8.0,,51827.689375,51827.691632,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-10_1632_tucana_d5.mbf,4610,A3921,342.49,-64.43
2000-10-22_0734_tucana_d7.mbf,tucana_d7,P347,342.446442,-64.07,1418.9,8.0,,51839.315995,51839.318252,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-22_0734_tucana_d7.mbf,4610,A3921,342.49,-64.43
2000-10-10_1640_tucana_d7.mbf,tucana_d7,P347,342.446442,-64.07,1419.0,8.0,,51827.694641,51827.696956,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-10_1640_tucana_d7.mbf,4725,A3921,342.49,-64.43
2011-04-12_2330-P999_TEST_RADEC.rpf,TEST_DEC,P999,344.854,-63.7127,1500.0,1024.0,,55663.979931,55663.983218,http://atoa.atnf.csiro.au/RPFITS?fname=2011-04-12_2330-P999_TEST_RADEC.rpf,12105,A3921,342.49,-64.43
2011-04-12_2330-P999_TEST_RADEC.rpf,TEST_RA,P999,344.854,-63.7127,1500.0,1024.0,,55663.979931,55663.983218,http://atoa.atnf.csiro.au/RPFITS?fname=2011-04-12_2330-P999_TEST_RADEC.rpf,12105,A3921,342.49,-64.43
2000-10-19_0834_tucana_a4.mbf,tucana_a4,P347,342.52066,-64.919998,1418.9,8.0,,51836.357083,51836.359398,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-19_0834_tucana_a4.mbf,4725,A3921,342.49,-64.43
2000-10-10_1354_tucana_a.mbf,tucana_a,P347,342.52066,-64.919998,1419.0,8.0,,51827.579479,51827.581736,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-10_1354_tucana_a.mbf,4610,A3921,342.49,-64.43
2000-10-19_0841_tucana_a6.mbf,tucana_a6,P347,342.477112,-64.419998,1418.9,8.0,,51836.362465,51836.364722,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-19_0841_tucana_a6.mbf,4610,A3921,342.49,-64.43
2000-10-10_1401_tucana_a.mbf,tucana_a,P347,342.477112,-64.419998,1419.0,8.0,,51827.584803,51827.58706,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-10_1401_tucana_a.mbf,4610,A3921,342.49,-64.43
2000-10-19_0849_tucana_a8.mbf,tucana_a8,P347,342.435333,-63.919998,1418.9,8.0,,51836.367789,51836.370046,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-19_0849_tucana_a8.mbf,4610,A3921,342.49,-64.43
2000-10-10_1409_tucana_a.mbf,tucana_a,P347,342.435333,-63.919998,1419.0,8.0,,51827.590127,51827.592384,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-10_1409_tucana_a.mbf,4610,A3921,342.49,-64.43
2000-10-20_0816_tucana_b1.mbf,tucana_b1,P347,342.570282,-65.470001,1418.9,8.0,,51837.344641,51837.346956,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-20_0816_tucana_b1.mbf,4725,A3921,342.49,-64.43
2000-10-10_1456_tucana_.rpf,tucana_b,P347,342.570282,-65.470001,1419.0,8.0,,51827.622882,51827.625139,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-10_1456_tucana_.rpf,4610,A3921,342.49,-64.43
2000-10-20_0823_tucana_b3.mbf,tucana_b3,P347,342.524689,-64.970001,1418.9,8.0,,51837.350023,51837.35228,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-20_0823_tucana_b3.mbf,4610,A3921,342.49,-64.43
2000-10-10_1504_tucana_.rpf,tucana_b,P347,342.524689,-64.970001,1419.0,8.0,,51827.628206,51827.630463,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-10_1504_tucana_.rpf,4610,A3921,342.49,-64.43
2000-10-20_0831_tucana_b5.mbf,tucana_b5,P347,342.480988,-64.470001,1418.9,8.0,,51837.355347,51837.357604,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-20_0831_tucana_b5.mbf,4610,A3921,342.49,-64.43
2000-10-10_1512_tucana_.rpf,tucana_b,P347,342.480988,-64.470001,1419.0,8.0,,51827.63353,51827.634109,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-10_1512_tucana_.rpf,1275,A3921,342.49,-64.43
2000-10-22_0743_tucana_e1.mbf,tucana_e1,P347,342.583069,-65.620003,1418.9,8.0,,51839.321898,51839.324155,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-22_0743_tucana_e1.mbf,4610,A3921,342.49,-64.43
2000-10-22_1502_tucana_e1.mbf,tucana_e1,P347,342.583069,-65.620003,1418.9,8.0,,51839.626701,51839.629016,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-22_1502_tucana_e1.mbf,4725,A3921,342.49,-64.43
2000-10-22_0751_tucana_e3.mbf,tucana_e3,P347,342.536896,-65.120003,1418.9,8.0,,51839.327222,51839.329479,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-22_0751_tucana_e3.mbf,4610,A3921,342.49,-64.43
2000-10-22_1510_tucana_e3.mbf,tucana_e3,P347,342.536896,-65.120003,1418.9,8.0,,51839.632025,51839.63434,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-22_1510_tucana_e3.mbf,4725,A3921,342.49,-64.43
2000-10-22_0758_tucana_e5.mbf,tucana_e5,P347,342.492645,-64.620003,1418.9,8.0,,51839.332488,51839.334803,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-22_0758_tucana_e5.mbf,4725,A3921,342.49,-64.43
2000-10-22_1517_tucana_e5.mbf,tucana_e5,P347,342.492645,-64.620003,1418.9,8.0,,51839.63735,51839.639664,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-22_1517_tucana_e5.mbf,4725,A3921,342.49,-64.43
2000-10-22_0806_tucana_e7.mbf,tucana_e7,P347,342.450165,-64.120003,1418.9,8.0,,51839.337813,51839.340127,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-22_0806_tucana_e7.mbf,4725,A3921,342.49,-64.43
2000-10-22_1525_tucana_e7.mbf,tucana_e7,P347,342.450165,-64.120003,1418.9,8.0,,51839.642674,51839.644988,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-22_1525_tucana_e7.mbf,4725,A3921,342.49,-64.43
2000-10-19_0826_tucana_a2.mbf,tucana_a2,P347,342.56604,-65.419998,1418.9,8.0,,51836.351817,51836.354074,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-19_0826_tucana_a2.mbf,4610,A3921,342.49,-64.43
2000-10-10_1335_tucana_a.mbf,tucana_a,P347,342.56604,-65.419998,1419.0,8.0,,51827.5664,51827.568715,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-10_1335_tucana_a.mbf,4660,A3921,342.49,-64.43
2000-10-06_0359_P349W_13a.mbf,P349W_13a,P349,334.3,-12.0004,1394.5,64.0,,51823.166111,51823.172072,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-06_0359_P349W_13a.mbf,11182,A2426,333.64,-10.37
2000-10-06_0417_P349W_15a.mbf,P349W_15a,P349,334.3,-10.8338,1394.5,64.0,,51823.178958,51823.184919,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-06_0417_P349W_15a.mbf,11190,A2426,333.64,-10.37
2000-10-06_0436_P349W_17a.mbf,P349W_17a,P349,334.3,-9.6672,1394.5,64.0,,51823.191806,51823.197766,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-06_0436_P349W_17a.mbf,11150,A2426,333.64,-10.37
2000-10-06_0454_P349W_19a.mbf,P349W_19a,P349,334.3,-8.5006,1394.5,64.0,,51823.204595,51823.210556,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-06_0454_P349W_19a.mbf,11190,A2426,333.64,-10.37
2000-10-06_0657_P349W_13m.mbf,P349W_13m,P349,334.3,-11.7204,1394.5,64.0,,51823.290359,51823.296262,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-06_0657_P349W_13m.mbf,11025,A2426,333.64,-10.37
2000-10-06_0716_P349W_15m.mbf,P349W_15m,P349,334.3,-10.5538,1394.5,64.0,,51823.30309,51823.308993,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-06_0716_P349W_15m.mbf,11082,A2426,333.64,-10.37
2000-10-06_0734_P349W_17m.mbf,P349W_17m,P349,334.3,-9.3872,1394.5,64.0,,51823.315822,51823.321725,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-06_0734_P349W_17m.mbf,11025,A2426,333.64,-10.37
2000-10-06_1051_P349W_13g.mbf,P349W_13g,P349,334.3,-11.8604,1394.5,64.0,,51823.452512,51823.458472,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-06_1051_P349W_13g.mbf,11190,A2426,333.64,-10.37
2000-10-06_1110_P349W_15g.mbf,P349W_15g,P349,334.3,-10.6938,1394.5,64.0,,51823.465417,51823.471319,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-06_1110_P349W_15g.mbf,11082,A2426,333.64,-10.37
2000-10-07_0140_P349W_17g.mbf,P349W_17g,P349,334.3,-9.5272,1394.5,64.0,,51824.070104,51824.076065,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-07_0140_P349W_17g.mbf,11190,A2426,333.64,-10.37
2000-10-07_0334_P349W_13s.mbf,P349W_13s,P349,334.3,-11.5804,1394.5,64.0,,51824.149097,51824.155058,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-07_0334_P349W_13s.mbf,11190,A2426,333.64,-10.37
2000-10-07_0353_P349W_15s.mbf,P349W_15s,P349,334.3,-10.4138,1394.5,64.0,,51824.161944,51824.167905,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-07_0353_P349W_15s.mbf,11132,A2426,333.64,-10.37
2000-10-07_0411_P349W_17s.mbf,P349W_17s,P349,334.3,-9.2472,1394.5,64.0,,51824.174792,51824.180752,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-07_0411_P349W_17s.mbf,11150,A2426,333.64,-10.37
2000-10-07_0728_P349W_13d.mbf,P349W_13d,P349,334.3,-11.9304,1394.5,64.0,,51824.311887,51824.317847,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-07_0728_P349W_13d.mbf,11190,A2426,333.64,-10.37
2000-10-07_0747_P349W_15d.mbf,P349W_15d,P349,334.3,-10.7638,1394.5,64.0,,51824.324676,51824.330637,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-07_0747_P349W_15d.mbf,11190,A2426,333.64,-10.37
2000-10-07_0805_P349W_17d.mbf,P349W_17d,P349,334.3,-9.5972,1394.5,64.0,,51824.337465,51824.343368,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-07_0805_P349W_17d.mbf,11082,A2426,333.64,-10.37
2000-10-07_1122_P349W_13p.mbf,P349W_13p,P349,334.3,-11.6504,1394.5,64.0,,51824.474039,51824.479942,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-07_1122_P349W_13p.mbf,11082,A2426,333.64,-10.37
2000-10-08_0509_P349W_15p.mbf,P349W_15p,P349,334.3,-10.4838,1394.5,64.0,,51825.21478,51825.220741,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-08_0509_P349W_15p.mbf,11132,A2426,333.64,-10.37
2000-10-08_0527_P349W_17p.mbf,P349W_17p,P349,334.3,-9.3172,1394.5,64.0,,51825.227569,51825.23353,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-08_0527_P349W_17p.mbf,11190,A2426,333.64,-10.37
2000-10-08_0807_P349W_13j.mbf,P349W_13j,P349,334.3,-11.7904,1394.5,64.0,,51825.338507,51825.344468,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-08_0807_P349W_13j.mbf,11190,A2426,333.64,-10.37
2000-10-08_0825_P349W_15j.mbf,P349W_15j,P349,334.3,-10.6238,1394.5,64.0,,51825.351296,51825.357199,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-08_0825_P349W_15j.mbf,11082,A2426,333.64,-10.37
2000-10-08_0844_P349W_17j.mbf,P349W_17j,P349,334.3,-9.4572,1394.5,64.0,,51825.364028,51825.369988,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-08_0844_P349W_17j.mbf,11190,A2426,333.64,-10.37
2000-10-09_0225_P349W_13v.mbf,P349W_13v,P349,334.3,-11.5104,1394.5,64.0,,51826.101238,51826.107199,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-09_0225_P349W_13v.mbf,11190,A2426,333.64,-10.37
