obs_id,target_name,project,ra,dec,freq_mhz,bandwidth_mhz,exptime_s,mjd_start,mjd_end,access_url,size_kb,cluster_name,cluster_ra,cluster_dec
2002-06-21_2231_P389-HIPASSJ0036-0953-med.mbf,HIPASSJ0036-09,P389,9.067083,-9.890833,1397.4,8.0,,52446.938333,52446.959861,http://atoa.atnf.csiro.au/RPFITS?fname=2002-06-21_2231_P389-HIPASSJ0036-0953-med.mbf,19390,A85,10.46,-9.3
2002-06-22_2348_P389-HIPASSJ0034-0941.mbf,HIPASSJ0034-09,P389,8.532917,-9.6925,1402.9,8.0,,52447.992095,52448.003843,http://atoa.atnf.csiro.au/RPFITS?fname=2002-06-22_2348_P389-HIPASSJ0034-0941.mbf,9730,A85,10.46,-9.3
2001-11-29_0843_P389-HIPASSJ0047-0953.mbf,HIPASSJ0047-09,P389,11.940417,-9.894722,1414.1,8.0,,52242.363623,52242.375313,http://atoa.atnf.csiro.au/RPFITS?fname=2001-11-29_0843_P389-HIPASSJ0047-0953.mbf,8982,A85,10.46,-9.3
2000-10-22_1226_cetus_e1.mbf,cetus_e1,P347,8.737572,-9.02,1418.9,8.0,,51839.518252,51839.522824,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-22_1226_cetus_e1.mbf,9210,A85,10.46,-9.3
2000-10-14_1338_cetus_a2.mbf,cetus_a2,P347,8.537572,-9.02,1419.0,8.0,,51831.568368,51831.57294,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-14_1338_cetus_a2.mbf,9210,A85,10.46,-9.3
2000-10-15_1301_cetus_b1.mbf,cetus_b1,P347,8.587572,-9.02,1419.0,8.0,,51832.542731,51832.547303,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-15_1301_cetus_b1.mbf,9210,A85,10.46,-9.3
2000-10-15_1459_cetus_c1.mbf,cetus_c1,P347,8.637571,-9.02,1419.0,8.0,,51832.624676,51832.629248,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-15_1459_cetus_c1.mbf,9210,A85,10.46,-9.3
2000-10-16_1328_cetus_d1.mbf,cetus_d1,P347,8.687572,-9.02,1419.0,8.0,,51833.561539,51833.566111,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-16_1328_cetus_d1.mbf,9210,A85,10.46,-9.3
2000-10-16_1342_cetus_d1.mbf,cetus_d1,P347,8.687572,-9.02,1419.0,8.0,,51833.571551,51833.576123,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-16_1342_cetus_d1.mbf,9210,A85,10.46,-9.3
2000-10-28_0344_GL-0086N.mbf,GL-0086N,P348,9.0021,-10.5,1419.0,8.0,,51845.156215,51845.157604,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-28_0344_GL-0086N.mbf,2885,A85,10.46,-9.3
2000-10-28_0347_GL-0097M.mbf,GL-0097M,P348,9.7155,-7.5,1419.0,8.0,,51845.158067,51845.159456,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-28_0347_GL-0097M.mbf,2885,A85,10.46,-9.3
2000-10-28_0350_GL-0097N.mbf,GL-0097N,P348,10.1126,-10.5,1419.0,8.0,,51845.159861,51845.16125,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-28_0350_GL-0097N.mbf,2885,A85,10.46,-9.3
2000-10-28_0352_GL-0108M.mbf,GL-0108M,P348,10.826,-7.5,1419.0,8.0,,51845.161713,51845.163102,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-28_0352_GL-0108M.mbf,2885,A85,10.46,-9.3
2000-10-28_0355_GL-0108N.mbf,GL-0108N,P348,11.2231,-10.5,1419.0,8.0,,51845.163507,51845.164896,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-28_0355_GL-0108N.mbf,2885,A85,10.46,-9.3
2000-10-29_0942_GL-0112L.mbf,GL-0112L,P348,10.826,-7.5,1419.0,8.0,,51846.404942,51846.406331,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-29_0942_GL-0112L.mbf,2885,A85,10.46,-9.3
2000-10-29_0948_GL-0101L.mbf,GL-0101L,P348,9.7155,-7.5,1419.0,8.0,,51846.408588,51846.409977,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-29_0948_GL-0101L.mbf,2885,A85,10.46,-9.3
2000-10-22_1226_cetus_e1.mbf,cetus_e1,P347,8.737572,-9.02,1421.9,8.0,,51839.518252,51839.522824,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-22_1226_cetus_e1.mbf,9210,A85,10.46,-9.3
2000-10-14_1338_cetus_a2.mbf,cetus_a2,P347,8.537572,-9.02,1422.0,8.0,,51831.568368,51831.57294,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-14_1338_cetus_a2.mbf,9210,A85,10.46,-9.3
2000-10-15_1301_cetus_b1.mbf,cetus_b1,P347,8.587572,-9.02,1422.0,8.0,,51832.542731,51832.547303,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-15_1301_cetus_b1.mbf,9210,A85,10.46,-9.3
2000-10-15_1459_cetus_c1.mbf,cetus_c1,P347,8.637571,-9.02,1422.0,8.0,,51832.624676,51832.629248,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-15_1459_cetus_c1.mbf,9210,A85,10.46,-9.3
2000-10-16_1328_cetus_d1.mbf,cetus_d1,P347,8.687572,-9.02,1422.0,8.0,,51833.561539,51833.566111,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-16_1328_cetus_d1.mbf,9210,A85,10.46,-9.3
2000-10-16_1342_cetus_d1.mbf,cetus_d1,P347,8.687572,-9.02,1422.0,8.0,,51833.571551,51833.576123,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-16_1342_cetus_d1.mbf,9210,A85,10.46,-9.3
2000-10-28_0344_GL-0086N.mbf,GL-0086N,P348,9.0021,-10.5,1422.1,8.0,,51845.156215,51845.157604,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-28_0344_GL-0086N.mbf,2885,A85,10.46,-9.3
2000-10-28_0347_GL-0097M.mbf,GL-0097M,P348,9.7155,-7.5,1422.1,8.0,,51845.158067,51845.159456,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-28_0347_GL-0097M.mbf,2885,A85,10.46,-9.3
2000-10-28_0350_GL-0097N.mbf,GL-0097N,P348,10.1126,-10.5,1422.1,8.0,,51845.159861,51845.16125,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-28_0350_GL-0097N.mbf,2885,A85,10.46,-9.3
2000-10-28_0352_GL-0108M.mbf,GL-0108M,P348,10.826,-7.5,1422.1,8.0,,51845.161713,51845.163102,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-28_0352_GL-0108M.mbf,2885,A85,10.46,-9.3
2000-10-28_0355_GL-0108N.mbf,GL-0108N,P348,11.2231,-10.5,1422.1,8.0,,51845.163507,51845.164896,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-28_0355_GL-0108N.mbf,2885,A85,10.46,-9.3
2000-10-29_0942_GL-0112L.mbf,GL-0112L,P348,10.826,-7.5,1422.1,8.0,,51846.404942,51846.406331,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-29_0942_GL-0112L.mbf,2885,A85,10.46,-9.3
2000-10-29_0948_GL-0101L.mbf,GL-0101L,P348,9.7155,-7.5,1422.1,8.0,,51846.408588,51846.409977,http://atoa.atnf.csiro.au/RPFITS?fname=2000-10-29_0948_GL-0101L.mbf,2885,A85,10.46,-9.3
2012-01-14_0707-P560_a3667_RA041.rpf,a3667_RA041,P560,306.057,-56.915,3100.0,1024.0,,55940.297106,55940.297894,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0707-P560_a3667_RA041.rpf,3517,A3667,303.13,-56.83
2012-01-14_0709-P560_a3667_RA042.rpf,a3667_RA042,P560,300.196,-56.882,3100.0,1024.0,,55940.298218,55940.299005,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0709-P560_a3667_RA042.rpf,3517,A3667,303.13,-56.83
2012-01-14_0710-P560_a3667_RA043.rpf,a3667_RA043,P560,306.052,-56.848,3100.0,1024.0,,55940.299329,55940.300116,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0710-P560_a3667_RA043.rpf,3517,A3667,303.13,-56.83
2012-01-14_0712-P560_a3667_RA044.rpf,a3667_RA044,P560,300.201,-56.816,3100.0,1024.0,,55940.30044,55940.301227,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0712-P560_a3667_RA044.rpf,3517,A3667,303.13,-56.83
2012-01-14_0714-P560_a3667_RA045.rpf,a3667_RA045,P560,306.047,-56.781,3100.0,1024.0,,55940.301551,55940.302338,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0714-P560_a3667_RA045.rpf,3517,A3667,303.13,-56.83
2012-01-14_0715-P560_a3667_RA046.rpf,a3667_RA046,P560,300.206,-56.749,3100.0,1024.0,,55940.302662,55940.303449,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0715-P560_a3667_RA046.rpf,3517,A3667,303.13,-56.83
2012-01-14_0717-P560_a3667_RA047.rpf,a3667_RA047,P560,306.042,-56.715,3100.0,1024.0,,55940.303773,55940.30456,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0717-P560_a3667_RA047.rpf,3517,A3667,303.13,-56.83
2012-01-14_0718-P560_a3667_RA048.rpf,a3667_RA048,P560,300.212,-56.682,3100.0,1024.0,,55940.304884,55940.305671,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0718-P560_a3667_RA048.rpf,3517,A3667,303.13,-56.83
2012-01-14_0720-P560_a3667_RA049.rpf,a3667_RA049,P560,306.037,-56.648,3100.0,1024.0,,55940.305995,55940.306782,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0720-P560_a3667_RA049.rpf,3517,A3667,303.13,-56.83
2012-01-14_0722-P560_a3667_RA050.rpf,a3667_RA050,P560,300.217,-56.616,3100.0,1024.0,,55940.307106,55940.307894,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0722-P560_a3667_RA050.rpf,3517,A3667,303.13,-56.83
2012-01-14_0723-P560_a3667_RA051.rpf,a3667_RA051,P560,306.031,-56.582,3100.0,1024.0,,55940.308218,55940.309005,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0723-P560_a3667_RA051.rpf,3517,A3667,303.13,-56.83
2012-01-14_0725-P560_a3667_RA052.rpf,a3667_RA052,P560,300.222,-56.549,3100.0,1024.0,,55940.309329,55940.310116,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0725-P560_a3667_RA052.rpf,3517,A3667,303.13,-56.83
2012-01-14_0726-P560_a3667_RA053.rpf,a3667_RA053,P560,306.026,-56.515,3100.0,1024.0,,55940.31044,55940.311227,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0726-P560_a3667_RA053.rpf,3517,A3667,303.13,-56.83
2012-01-14_0728-P560_a3667_RA054.rpf,a3667_RA054,P560,300.227,-56.483,3100.0,1024.0,,55940.311551,55940.312338,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0728-P560_a3667_RA054.rpf,3517,A3667,303.13,-56.83
2012-01-14_0730-P560_a3667_RA055.rpf,a3667_RA055,P560,306.021,-56.448,3100.0,1024.0,,55940.312662,55940.313449,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0730-P560_a3667_RA055.rpf,3517,A3667,303.13,-56.83
2012-01-14_0731-P560_a3667_RA056.rpf,a3667_RA056,P560,300.232,-56.416,3100.0,1024.0,,55940.313773,55940.31456,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0731-P560_a3667_RA056.rpf,3517,A3667,303.13,-56.83
2012-01-14_0733-P560_a3667_RA057.rpf,a3667_RA057,P560,306.016,-56.382,3100.0,1024.0,,55940.314884,55940.315671,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0733-P560_a3667_RA057.rpf,3517,A3667,303.13,-56.83
2012-01-14_0734-P560_a3667_RA058.rpf,a3667_RA058,P560,300.237,-56.349,3100.0,1024.0,,55940.315995,55940.316782,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0734-P560_a3667_RA058.rpf,3517,A3667,303.13,-56.83
2012-01-14_0736-P560_a3667_RA059.rpf,a3667_RA059,P560,306.011,-56.315,3100.0,1024.0,,55940.317106,55940.317894,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0736-P560_a3667_RA059.rpf,3517,A3667,303.13,-56.83
2012-01-14_0738-P560_a3667_RA060.rpf,a3667_RA060,P560,300.242,-56.283,3100.0,1024.0,,55940.318218,55940.319005,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0738-P560_a3667_RA060.rpf,3517,A3667,303.13,-56.83
2012-01-14_0739-P560_a3667_RA061.rpf,a3667_RA061,P560,306.006,-56.249,3100.0,1024.0,,55940.319329,55940.320116,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0739-P560_a3667_RA061.rpf,3517,A3667,303.13,-56.83
2012-01-14_0741-P560_a3667_RA062.rpf,a3667_RA062,P560,300.247,-56.216,3100.0,1024.0,,55940.32044,55940.321227,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0741-P560_a3667_RA062.rpf,3517,A3667,303.13,-56.83
2012-01-14_0742-P560_a3667_RA063.rpf,a3667_RA063,P560,306.001,-56.182,3100.0,1024.0,,55940.321551,55940.322338,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0742-P560_a3667_RA063.rpf,3517,A3667,303.13,-56.83
2012-01-14_0744-P560_a3667_RA064.rpf,a3667_RA064,P560,300.252,-56.15,3100.0,1024.0,,55940.322662,55940.323449,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0744-P560_a3667_RA064.rpf,3517,A3667,303.13,-56.83
2012-01-14_0746-P560_a3667_RA065.rpf,a3667_RA065,P560,305.996,-56.115,3100.0,1024.0,,55940.323773,55940.32456,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0746-P560_a3667_RA065.rpf,3517,A3667,303.13,-56.83
2012-01-14_0747-P560_a3667_RA066.rpf,a3667_RA066,P560,300.257,-56.083,3100.0,1024.0,,55940.324884,55940.325671,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0747-P560_a3667_RA066.rpf,3517,A3667,303.13,-56.83
2012-01-14_0749-P560_a3667_RA067.rpf,a3667_RA067,P560,305.991,-56.049,3100.0,1024.0,,55940.325995,55940.326782,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0749-P560_a3667_RA067.rpf,3517,A3667,303.13,-56.83
2012-01-14_0750-P560_a3667_RA068.rpf,a3667_RA068,P560,300.262,-56.016,3100.0,1024.0,,55940.327106,55940.327894,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0750-P560_a3667_RA068.rpf,3517,A3667,303.13,-56.83
2012-01-14_0752-P560_a3667_RA069.rpf,a3667_RA069,P560,305.986,-55.982,3100.0,1024.0,,55940.328218,55940.329005,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0752-P560_a3667_RA069.rpf,3517,A3667,303.13,-56.83
2012-01-14_0754-P560_a3667_RA070.rpf,a3667_RA070,P560,300.267,-55.95,3100.0,1024.0,,55940.329329,55940.330116,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0754-P560_a3667_RA070.rpf,3517,A3667,303.13,-56.83
2012-01-14_0755-P560_a3667_RA071.rpf,a3667_RA071,P560,305.981,-55.916,3100.0,1024.0,,55940.33044,55940.331227,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0755-P560_a3667_RA071.rpf,3517,A3667,303.13,-56.83
2012-01-14_0757-P560_a3667_RA072.rpf,a3667_RA072,P560,300.272,-55.883,3100.0,1024.0,,55940.331551,55940.332338,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0757-P560_a3667_RA072.rpf,3517,A3667,303.13,-56.83
2012-01-14_0758-P560_a3667_RA073.rpf,a3667_RA073,P560,305.976,-55.849,3100.0,1024.0,,55940.332662,55940.333449,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0758-P560_a3667_RA073.rpf,3517,A3667,303.13,-56.83
2012-01-14_0800-P560_a3667_RA074.rpf,a3667_RA074,P560,300.277,-55.817,3100.0,1024.0,,55940.333773,55940.33456,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0800-P560_a3667_RA074.rpf,3517,A3667,303.13,-56.83
2012-01-14_0802-P560_a3667_RA075.rpf,a3667_RA075,P560,305.971,-55.782,3100.0,1024.0,,55940.334884,55940.335671,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0802-P560_a3667_RA075.rpf,3517,A3667,303.13,-56.83
2012-01-14_0803-P560_a3667_RA076.rpf,a3667_RA076,P560,300.282,-55.75,3100.0,1024.0,,55940.335995,55940.336782,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0803-P560_a3667_RA076.rpf,3517,A3667,303.13,-56.83
2012-01-14_0805-P560_a3667_RA077.rpf,a3667_RA077,P560,305.967,-55.716,3100.0,1024.0,,55940.337106,55940.337894,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0805-P560_a3667_RA077.rpf,3517,A3667,303.13,-56.83
2012-01-14_0806-P560_a3667_RA078.rpf,a3667_RA078,P560,300.287,-55.683,3100.0,1024.0,,55940.338218,55940.339005,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0806-P560_a3667_RA078.rpf,3517,A3667,303.13,-56.83
2012-01-14_0808-P560_a3667_RA079.rpf,a3667_RA079,P560,305.962,-55.649,3100.0,1024.0,,55940.339329,55940.339977,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0808-P560_a3667_RA079.rpf,2932,A3667,303.13,-56.83
2018-10-22_0404-P000_MARS_SPOT.rpf,Voyager2_S,P000,300.2825,-57.853389,8420.0,64.0,,58413.169931,58413.288252,http://atoa.atnf.csiro.au/RPFITS?fname=2018-10-22_0404-P000_MARS_SPOT.rpf,138427,A3667,303.13,-56.83
2018-10-26_0840-P000.rpf,Voyager_S,P000,300.289042,-57.836,8420.0,64.0,,58417.361227,58417.368125,http://atoa.atnf.csiro.au/RPFITS?fname=2018-10-26_0840-P000.rpf,28882,A3667,303.13,-56.83
2022-03-31_2200-P737_Voyager2_MARS.rpf,Voyager2_S,P737,302.876667,-58.485,8420.0,8.0,,59669.917431,59669.955023,http://atoa.atnf.csiro.au/RPFITS?fname=2022-03-31_2200-P737_Voyager2_MARS.rpf,153822,A3667,303.13,-56.83
2006-11-06_1059_P561_20152893-5754455.rpf,20152893-57544,P561,303.866667,-57.9125,1399.2,8.0,,54045.458299,54045.484977,http://atoa.atnf.csiro.au/RPFITS?fname=2006-11-06_1059_P561_20152893-5754455.rpf,24220,A3667,303.13,-56.83
2012-01-14_0601-P560_a3667_RA009.rpf,a3667_RA009,P560,306.144,-57.98,3100.0,1024.0,,55940.251134,55940.251829,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0601-P560_a3667_RA009.rpf,3127,A3667,303.13,-56.83
2012-01-14_0602-P560_a3667_RA010.rpf,a3667_RA010,P560,300.11,-57.948,3100.0,1024.0,,55940.252014,55940.252708,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0602-P560_a3667_RA010.rpf,3127,A3667,303.13,-56.83
2012-01-14_0604-P560_a3667_RA011.rpf,a3667_RA011,P560,306.138,-57.913,3100.0,1024.0,,55940.252894,55940.253588,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0604-P560_a3667_RA011.rpf,3127,A3667,303.13,-56.83
2012-01-14_0605-P560_a3667_RA012.rpf,a3667_RA012,P560,300.115,-57.881,3100.0,1024.0,,55940.253773,55940.254329,http://atoa.atnf.csiro.au/RPFITS?fname=2012-01-14_0605-P560_a3667_RA012.rpf,2542,A3667,303.13,-56.83
2022-03-28_2042-P737_Voyager2_MARS.rpf,Voyager2_S,P737,302.858083,-58.471083,8419.0,64.0,,59666.863218,59666.863727,http://atoa.atnf.csiro.au/RPFITS?fname=2022-03-28_2042-P737_Voyager2_MARS.rpf,2317,A3667,303.13,-56.83
2006-11-07_1015_P561_20192373-5833052.rpf,20192373-58330,P561,304.845833,-58.551389,1391.9,8.0,,54046.427569,54046.454132,http://atoa.atnf.csiro.au/RPFITS?fname=2006-11-07_1015_P561_20192373-5833052.rpf,24220,A3667,303.13,-56.83
2018-11-01_0314-P000.rpf,Voyager2_S,P000,300.306708,-57.809472,8418.3,8.0,,58423.154421,58423.147245,http://atoa.atnf.csiro.au/RPFITS?fname=2018-11-01_0314-P000.rpf,75705,A3667,303.13,-56.83
2002-06-22_2211_P389-HIPASSJ2205-6040-long.mb,HIPASSJ2205-60,P389,331.3775,-60.678889,1399.0,8.0,,52447.924676,52447.967211,http://atoa.atnf.csiro.au/RPFITS?fname=2002-06-22_2211_P389-HIPASSJ2205-6040-long.mb,40320,A3827,330.48,-59.95
2002-08-31_1034_p387HIPASSJ2205-6040.mbf,HIPASSJ2205-60,P387,331.3775,-60.678889,1399.0,8.0,,52517.440648,52517.452454,http://atoa.atnf.csiro.au/RPFITS?fname=2002-08-31_1034_p387HIPASSJ2205-6040.mbf,9730,A3827,330.48,-59.95
2001-09-19_1436_p387HIPASSJ2148-59.mbf,HIPASSJ2148-59,P387,327.110417,-59.9675,1406.3,8.0,,52171.608993,52171.6175,http://atoa.atnf.csiro.au/RPFITS?fname=2001-09-19_1436_p387HIPASSJ2148-59.mbf,6107,A3827,330.48,-59.95
2003-07-05_2039_brt044_p370.mbf,J2157-60,P370,329.429167,-60.337127,1412.5,8.0,,52825.860845,52825.872708,http://atoa.atnf.csiro.au/RPFITS?fname=2003-07-05_2039_brt044_p370.mbf,9730,A3827,330.48,-59.95
2003-07-05_2057_brt044_p370.mbf,J2157-60,P370,329.429167,-60.337127,1412.5,8.0,,52825.873171,52825.88515,http://atoa.atnf.csiro.au/RPFITS?fname=2003-07-05_2057_brt044_p370.mbf,9730,A3827,330.48,-59.95
2003-07-05_2115_brt044_p370.mbf,J2157-60,P370,329.429167,-60.337127,1412.5,8.0,,52825.886192,52825.897998,http://atoa.atnf.csiro.au/RPFITS?fname=2003-07-05_2115_brt044_p370.mbf,9730,A3827,330.48,-59.95
2003-08-12_1747_brt044_p370.mbf,J2157-60,P370,329.483008,-60.306094,1412.5,8.0,,52863.741227,52863.753148,http://atoa.atnf.csiro.au/RPFITS?fname=2003-08-12_1747_brt044_p370.mbf,9722,A3827,330.48,-59.95
2003-08-12_1852_brt044_p370.mbf,J2157-60,P370,329.483008,-60.306094,1412.5,8.0,,52863.78625,52863.798171,http://atoa.atnf.csiro.au/RPFITS?fname=2003-08-12_1852_brt044_p370.mbf,9722,A3827,330.48,-59.95
2002-08-31_0957_p387HIPASSJ2209-6054.mbf,HIPASSJ2209-60,P387,332.382083,-60.903611,1418.5,8.0,,52517.415069,52517.426817,http://atoa.atnf.csiro.au/RPFITS?fname=2002-08-31_0957_p387HIPASSJ2209-6054.mbf,9730,A3827,330.48,-59.95
2008-05-20_0724_P561_04215183-6146537.rpf,04215183-61465,P561,65.465833,-61.781583,1395.6,8.0,,54606.309051,54606.335729,http://atoa.atnf.csiro.au/RPFITS?fname=2008-05-20_0724_P561_04215183-6146537.rpf,24220,A3266,67.85,-61.44
2002-11-07_1954_p387HIPASSJ0438-6305.mbf,HIPASSJ0438-63,P387,69.71875,-63.092222,1396.5,8.0,,52585.829907,52585.847153,http://atoa.atnf.csiro.au/RPFITS?fname=2002-11-07_1954_p387HIPASSJ0438-6305.mbf,7315,A3266,67.85,-61.44
2001-06-02_2308_p375_J0445_dec1.mbf,p375_J0445_dec,P375,69.1144,-60.7298,1414.1,8.0,,52062.964491,52062.966574,http://atoa.atnf.csiro.au/RPFITS?fname=2001-06-02_2308_p375_J0445_dec1.mbf,1120,A3266,67.85,-61.44
2001-06-02_2316_p375_J0445_dec3.mbf,p375_J0445_dec,P375,70.6297,-60.7471,1414.1,8.0,,52062.969641,52062.971725,http://atoa.atnf.csiro.au/RPFITS?fname=2001-06-02_2316_p375_J0445_dec3.mbf,1120,A3266,67.85,-61.44
2001-06-02_2353_p375_J0445_ra6.mbf,p375_J0445_ra6,P375,68.4297,-59.9379,1414.1,8.0,,52062.995741,52062.997882,http://atoa.atnf.csiro.au/RPFITS?fname=2001-06-02_2353_p375_J0445_ra6.mbf,1150,A3266,67.85,-61.44
2006-11-21_1605_lmc_ra009.rpf,lmc_ra009,P563,65.9301,-62.1827,1384.0,256.0,,54060.670972,54060.673472,http://atoa.atnf.csiro.au/RPFITS?fname=2006-11-21_1605_lmc_ra009.rpf,10787,A3266,67.85,-61.44
2006-11-21_1614_lmc_ra011.rpf,lmc_ra011,P563,65.8466,-62.3571,1384.0,256.0,,54060.677083,54060.679583,http://atoa.atnf.csiro.au/RPFITS?fname=2006-11-21_1614_lmc_ra011.rpf,10787,A3266,67.85,-61.44
2006-11-21_1623_lmc_ra013.rpf,lmc_ra013,P563,65.7622,-62.5314,1384.0,256.0,,54060.683194,54060.685694,http://atoa.atnf.csiro.au/RPFITS?fname=2006-11-21_1623_lmc_ra013.rpf,10787,A3266,67.85,-61.44
2006-11-21_1632_lmc_ra015.rpf,lmc_ra015,P563,65.6766,-62.7056,1384.0,256.0,,54060.689306,54060.691806,http://atoa.atnf.csiro.au/RPFITS?fname=2006-11-21_1632_lmc_ra015.rpf,10787,A3266,67.85,-61.44
2006-11-21_1641_lmc_ra017.rpf,lmc_ra017,P563,65.5898,-62.8796,1384.0,256.0,,54060.695417,54060.697917,http://atoa.atnf.csiro.au/RPFITS?fname=2006-11-21_1641_lmc_ra017.rpf,10787,A3266,67.85,-61.44
2006-11-21_1649_lmc_ra019.rpf,lmc_ra019,P563,65.502,-63.0536,1384.0,256.0,,54060.701528,54060.704028,http://atoa.atnf.csiro.au/RPFITS?fname=2006-11-21_1649_lmc_ra019.rpf,10787,A3266,67.85,-61.44
1998-12-13_1052_lmc-dec_02a.mbf,LMC-DEC_02A,P312,69.9935,-61.3226,1417.5,8.0,,51160.45309,51160.46287,http://atoa.atnf.csiro.au/RPFITS?fname=1998-12-13_1052_lmc-dec_02a.mbf,19445,A3266,67.85,-61.44
1998-12-13_1432_lmc-dec_02d.mbf,LMC-DEC_02D,P312,71.1428,-61.4084,1417.5,8.0,,51160.605694,51160.615532,http://atoa.atnf.csiro.au/RPFITS?fname=1998-12-13_1432_lmc-dec_02d.mbf,19675,A3266,67.85,-61.44
1998-12-13_1731_lmc-dec_02b.mbf,LMC-DEC_02B,P312,70.376,-61.3523,1417.5,8.0,,51160.730289,51160.740127,http://atoa.atnf.csiro.au/RPFITS?fname=1998-12-13_1731_lmc-dec_02b.mbf,19675,A3266,67.85,-61.44
1998-12-14_1059_lmc-dec_02c.mbf,LMC-DEC_02C,P312,70.7591,-61.3809,1417.5,8.0,,51161.457778,51161.467616,http://atoa.atnf.csiro.au/RPFITS?fname=1998-12-14_1059_lmc-dec_02c.mbf,19675,A3266,67.85,-61.44
1998-12-14_1504_lmc-dec_02e.mbf,LMC-DEC_02E,P312,71.5271,-61.4346,1417.5,8.0,,51161.627917,51161.637697,http://atoa.atnf.csiro.au/RPFITS?fname=1998-12-14_1504_lmc-dec_02e.mbf,19560,A3266,67.85,-61.44
1998-12-14_1812_lmc-dec_02f.mbf,LMC-DEC_02F,P312,71.9119,-61.4597,1417.5,8.0,,51161.758646,51161.768426,http://atoa.atnf.csiro.au/RPFITS?fname=1998-12-14_1812_lmc-dec_02f.mbf,19560,A3266,67.85,-61.44
