cluster_id,cluster_name,cluster_ra,cluster_dec,source_rank,source_ra,source_dec,separation_arcmin,peak_flux_mJy_beam,total_flux_mJy,major_axis_arcsec,minor_axis_arcsec,resolved,s_code
176,A1205,168.34,2.53,16,168.42077828278585,2.6260000931464336,7.524666482135619,1.0829924650793203,1.7277737092420142,13.975534042865599,9.246746148265402,U,S
176,A1205,168.34,2.53,17,168.32648272609015,2.4020120757887278,7.721906083281739,1.065645340651866,1.3012026980081937,11.611570851881996,8.518010362081842,U,S
176,A1205,168.34,2.53,18,168.4399733884455,2.6119863868801847,7.75285753054116,3.489089494770518,5.126101268255874,12.786930109931616,9.306866063145298,U,S
176,A1205,168.34,2.53,19,168.20569655197323,2.5259839966148205,8.05396991844671,1.8530256399241316,5.875492330718501,16.28125589095762,15.77541427381014,U,S
176,A1205,168.34,2.53,20,168.2026078527015,2.5352224393114,8.2414358234889,5.743441428604002,13.301593926303145,15.4781852869164,10.017857720281647,R,M
176,A1205,168.34,2.53,21,168.35302753255291,2.669006584643878,8.376867716996411,251.58626082405644,355.6004394672207,11.48314281336564,10.753464844673749,R,M
176,A1205,168.34,2.53,22,168.48053218680639,2.514276798567509,8.476424571086037,2.0998905181813945,3.0176173097624117,11.44355850851109,10.17178760462681,U,S
176,A1205,168.34,2.53,23,168.40694034450854,2.670054626827329,9.312008651804803,14.700980738711461,19.37933641623834,10.325809049716188,8.827761917172307,R,M
176,A1205,168.34,2.53,24,168.18495317452945,2.51689318104546,9.327000761310435,0.7833983375079197,10.830717293883,42.798730961073176,26.166816109124856,U,S
176,A1205,168.34,2.53,25,168.218823199889,2.6357556976576157,9.644570342636005,43.12979884038258,137.21226138721724,18.69651710742828,12.749666754528128,R,M
176,A1205,168.34,2.53,26,168.3808573913261,2.3740950576580455,9.669614016038226,2.4859491425745253,4.178100929655647,11.823038903688834,11.514672721525983,U,S
176,A1205,168.34,2.53,27,168.48654952932102,2.454291861275122,9.889608556255043,0.9283506630612001,4.321355354871212,27.078487455787112,13.924301536866395,U,S
176,A1205,168.34,2.53,28,168.4427382826225,2.400962194329163,9.892974447112655,2.6719769866146486,3.8506466137840523,11.2315089132397,10.39331544307606,U,S
176,A1205,168.34,2.53,29,168.47315168098427,2.4299302083451293,9.987816729519018,0.9958885234832625,1.6270687480038744,12.345037703117303,10.719954727072164,U,S
189,A1809,208.25,5.16,1,208.2365954339796,5.176823771507968,1.2886228185175912,1.359640845360585,2.8558298205141015,17.72676072546461,9.603516489348644,U,S
189,A1809,208.25,5.16,2,208.2394482756043,5.181101557760759,1.4144105836289864,1.6286799761905755,2.787952094428187,13.72852397635366,10.105926655582453,U,S
189,A1809,208.25,5.16,3,208.2768950508815,5.149840581286427,1.7188906853990895,1.9062413080255578,2.9741646223401106,11.677708923614471,10.829013841980213,U,S
189,A1809,208.25,5.16,4,208.25609818162624,5.1231810028977325,2.2389952482454354,2.8350627605742416,70.91664201127172,77.31531318093714,26.82673388824481,R,M
189,A1809,208.25,5.16,5,208.28000426262298,5.127148261702637,2.664605814528833,0.35752812092961234,14.641788927518315,75.565387124473,43.92651124019871,U,S
189,A1809,208.25,5.16,6,208.2262154315992,5.121925119990846,2.690556778463114,1.8091418109656607,3.3700376277353334,15.168692480457764,9.953600621784783,U,S
189,A1809,208.25,5.16,7,208.20141198774053,5.136119851158981,3.237804054825415,1.9628923832947305,27.980289394619497,89.06380395837657,12.972286538657928,U,S
189,A1809,208.25,5.16,8,208.31617644714623,5.172449615532509,4.024388653130592,0.23141693652032977,10.290268974681833,70.00668044002892,51.48092906096168,U,S
189,A1809,208.25,5.16,9,208.31532984613563,5.140152219682516,4.081558325968627,3.819217306609173,9.243352168559014,16.288539706349038,12.043035079609021,U,S
189,A1809,208.25,5.16,10,208.24669717237765,5.234883611760069,4.497349003197329,2.411625437760247,8.79997604328766,21.356378740195986,13.847792870446394,U,S
189,A1809,208.25,5.16,11,208.2988206673449,5.219174462118754,4.595222157243379,1.0406140461817506,1.1996250976443106,12.076883287078296,7.736464985227928,U,S
189,A1809,208.25,5.16,12,208.26262668104064,5.237054785918979,4.684445656495727,1.8069329340749127,13.310825793237482,24.635965520035565,17.944721686339673,R,M
189,A1809,208.25,5.16,13,208.18591603175585,5.101588273857351,5.191244922849389,0.22610062967341865,1.5428061153077985,28.120391444093027,19.667968001274524,U,S
189,A1809,208.25,5.16,14,208.3245791155127,5.114438898702185,5.228360069318167,0.7181042831320771,2.7453792742073837,24.523518198877426,12.635783679443751,U,S
189,A1809,208.25,5.16,15,208.18448273757613,5.221175624153347,5.366508004166727,1.03383570566011,2.7523753865212797,15.888306783559818,13.580565662090669,U,S
189,A1809,208.25,5.16,16,208.24777031690604,5.249463217854141,5.369446202696472,0.8177593693550574,1.1137103888723672,12.326216218863584,8.954673040765039,U,S
189,A1809,208.25,5.16,17,208.23570777338398,5.251666933746547,5.565921845220601,0.5834975906483925,2.6669657727807454,20.119822739968814,18.41137872503754,U,S
189,A1809,208.25,5.16,18,208.2088177831266,5.07486056618728,5.6703029798922735,7.172388096212081,104.99793553685474,51.81981390340691,19.336868565894488,R,M
189,A1809,208.25,5.16,19,208.24031831395655,5.254122562258247,5.67690680854513,0.581558634859337,1.6230473914352654,20.6244691581866,10.96696311563987,U,S
189,A1809,208.25,5.16,20,208.30119151556497,5.245248464430696,5.959762193369374,0.5620934286662903,0.9410355414070095,12.98832313468668,10.446706579151892,U,S
189,A1809,208.25,5.16,21,208.23753055263916,5.260152492601705,6.055164416751847,1.0490191271521196,1.3566646818974326,13.582338001114636,7.716928358767236,U,S
189,A1809,208.25,5.16,22,208.32310572437228,5.242537222545836,6.6035218869438665,1.2433639254780264,2.1911696339213442,16.042749989895455,8.902972873456283,U,S
189,A1809,208.25,5.16,23,208.30922625337107,5.06370067922423,6.77587304988997,5.4419294259181905,12.849681388118395,18.16932187483273,9.890663353971208,R,M
189,A1809,208.25,5.16,24,208.36062204684964,5.207815584903998,7.205914131534578,0.52549971732043,1.520772946167559,21.231159448553587,11.047508857799924,U,S
189,A1809,208.25,5.16,25,208.13961803732104,5.098209825302974,7.566859093982515,1.380077009667083,2.40947439915485,13.864180685541216,10.206968349369712,U,S
189,A1809,208.25,5.16,26,208.2662623685639,5.03108749172317,7.795570995881977,2.0078164967190224,3.559701319872479,12.339641845933949,11.646063565994467,U,S
189,A1809,208.25,5.16,27,208.1084045751054,5.155112085398615,8.466409549239822,1.2375304809797927,2.301116311190463,13.482029735090727,11.178511322800162,U,S
189,A1809,208.25,5.16,28,208.35108731356078,5.060257804057679,8.503521675145182,0.43891345315184543,0.7050285851863222,14.581104828510837,8.929420360421757,U,S
